age,annual_income,total_debt,credit_history_years,payment_history_score,late_payments,existing_loans,employment_years,credit_utilization,debt_to_income,creditworthy
54,59996.77,32274.39,20.99,47.26,4,1,7.01,0.872,0.538,0
22,29468.88,24084.59,1.41,84.66,1,0,3.76,0.297,0.817,0
40,86747.7,2083.78,15.55,81.36,0,1,9.94,0.764,0.03,1
42,73019.55,14743.09,15.04,100.0,0,3,2.92,0.383,0.202,1
42,49027.67,27466.24,13.89,94.54,2,5,9.67,0.736,0.56,0
62,58826.79,9740.77,25.32,67.26,2,2,9.07,0.273,0.166,1
27,31985.27,18371.78,6.32,98.15,2,0,6.05,0.424,0.574,0
34,42440.98,25386.47,11.43,78.59,1,0,9.83,0.581,0.598,0
29,53168.15,24055.78,6.03,70.24,5,2,0.0,0.552,0.452,0
31,92025.26,29350.31,5.96,84.56,3,1,7.81,0.64,0.319,1
61,50930.93,32723.35,18.57,79.36,1,3,4.69,0.323,0.643,1
63,79084.7,33593.58,29.68,100.0,1,0,21.31,0.437,0.425,1
23,53157.04,7241.98,2.86,86.43,1,1,7.78,0.67,0.136,1
49,70454.85,32202.84,8.95,84.67,4,3,4.02,0.279,0.457,1
31,61889.3,43377.3,4.17,93.71,0,1,0.11,0.535,0.701,0
29,84207.25,39396.37,7.7,96.21,6,2,13.53,0.376,0.468,1
34,53234.15,19868.69,11.08,92.19,1,1,5.25,0.461,0.373,0
29,30404.38,7894.52,7.99,100.0,0,0,3.04,0.437,0.26,1
43,34597.12,1000.0,11.6,89.91,3,2,8.68,0.262,0.03,0
65,53298.7,10693.78,30.18,84.18,2,1,10.25,0.368,0.201,1
47,37520.68,1383.26,19.26,98.11,2,5,10.17,0.449,0.037,1
53,74024.66,54024.03,14.27,80.82,2,5,7.1,0.399,0.73,0
43,54753.1,18344.34,8.07,82.43,1,2,7.8,0.735,0.335,0
21,117241.34,66659.08,2.25,100.0,2,1,8.16,0.622,0.569,0
24,26770.28,1000.0,1.59,100.0,1,2,8.68,0.478,0.037,1
33,69479.93,4206.23,8.23,81.89,6,3,9.12,0.267,0.061,0
31,40185.03,11370.61,7.48,76.1,4,2,12.47,0.255,0.283,0
58,54145.17,13024.54,23.64,100.0,1,4,7.28,0.815,0.241,1
58,68111.23,38919.33,15.11,92.41,1,5,2.92,0.218,0.571,1
59,18000.0,18505.32,25.04,86.1,2,2,6.28,0.443,1.028,1
49,70210.17,50831.8,11.1,77.82,3,0,10.77,0.492,0.724,0
46,106863.96,17220.84,18.61,86.31,2,0,0.0,0.358,0.161,1
50,55024.36,30813.91,11.51,81.72,1,5,0.0,0.22,0.56,0
39,70715.77,15990.26,12.57,73.36,1,2,11.59,0.263,0.226,1
51,87548.28,60254.08,21.18,83.68,5,1,14.6,0.311,0.688,0
56,61393.02,21234.19,13.09,85.45,3,3,0.67,0.278,0.346,0
55,52218.88,6325.51,13.65,77.12,1,5,7.5,0.686,0.121,1
48,18000.0,1000.0,19.19,93.75,3,2,5.0,0.418,0.056,0
23,79101.8,8382.19,1.46,98.75,5,1,5.7,0.315,0.106,0
53,62510.29,25357.68,12.09,94.61,4,5,8.53,0.441,0.406,1
37,42720.96,29777.57,9.08,78.41,1,0,0.54,0.554,0.697,0
54,67785.13,37392.24,25.74,91.83,1,5,1.46,0.351,0.552,0
45,52159.03,32091.58,14.34,83.01,0,3,5.49,0.6,0.615,0
60,53374.63,9193.18,18.64,65.94,5,0,6.27,0.166,0.172,1
36,78338.41,27567.08,13.31,90.75,4,1,1.37,0.654,0.352,0
62,35555.59,10929.7,21.2,83.9,2,4,10.95,0.418,0.307,0
59,88040.94,41951.37,19.14,100.0,0,4,4.91,0.41,0.476,1
35,34250.9,11577.05,7.75,100.0,1,1,4.89,0.281,0.338,1
42,50420.57,11427.47,9.75,91.24,3,3,8.41,0.174,0.227,0
44,107304.82,51293.4,10.73,85.24,1,5,6.36,0.087,0.478,0
55,89801.8,16868.39,21.97,84.13,2,4,11.19,0.267,0.188,1
52,67147.29,21517.47,9.19,68.95,5,4,2.33,0.538,0.32,0
59,44308.34,31652.96,24.23,59.39,4,1,0.01,0.228,0.714,0
37,53356.01,5696.9,6.66,70.66,2,3,5.45,0.11,0.107,1
43,66612.06,50601.52,11.05,81.38,3,4,7.3,0.238,0.76,0
40,65825.51,14500.91,7.11,54.63,4,0,0.8,0.343,0.22,0
61,63000.84,45674.06,22.63,74.92,2,1,0.06,0.351,0.725,1
34,64321.68,40002.11,9.83,78.78,1,5,7.91,0.394,0.622,0
47,60283.75,33124.42,12.39,79.2,2,5,3.21,0.627,0.549,0
26,33276.47,21138.89,2.65,73.4,3,1,0.0,0.67,0.635,0
59,53636.76,38330.68,14.89,77.56,1,4,11.83,0.821,0.715,1
38,85121.73,37603.98,13.18,100.0,3,3,3.84,0.095,0.442,1
36,34896.65,11276.64,6.91,90.61,1,3,12.75,0.249,0.323,1
47,60829.78,3235.54,18.48,74.72,2,3,7.14,0.56,0.053,1
43,46965.41,19235.45,10.39,81.11,4,5,8.47,0.329,0.41,1
59,67449.71,12140.04,14.12,81.63,1,2,5.94,0.592,0.18,1
44,56450.07,17230.51,15.96,72.02,5,3,0.0,0.461,0.305,0
44,97502.66,5486.63,12.59,72.0,0,4,1.32,0.736,0.056,0
25,76144.83,29395.83,1.86,95.14,4,3,6.37,0.629,0.386,1
21,36140.33,2635.3,2.19,76.54,2,5,8.82,0.632,0.073,0
38,79767.02,41734.81,6.48,67.77,2,1,0.0,0.338,0.523,0
65,47957.66,23947.59,20.06,81.44,2,5,6.73,0.401,0.499,0
62,52306.08,34491.42,19.47,83.53,0,4,1.39,0.359,0.659,0
49,71904.02,22909.63,15.34,56.35,1,5,8.17,0.119,0.319,1
49,54181.56,23088.1,19.92,81.47,3,2,6.9,0.714,0.426,1
38,84642.83,42640.84,5.06,93.28,0,2,10.72,0.569,0.504,1
28,47960.78,16752.51,7.16,87.87,2,0,12.33,0.351,0.349,1
21,51383.18,25063.16,1.72,100.0,2,5,9.29,0.681,0.488,0
36,50559.84,5077.14,13.06,98.26,1,4,11.3,0.294,0.1,0
35,52555.95,43739.22,11.2,100.0,3,1,5.25,0.052,0.832,0
29,89182.21,6749.39,7.85,100.0,2,0,21.12,0.621,0.076,1
32,78833.52,51449.83,7.71,91.86,2,4,0.91,0.164,0.653,0
22,102618.77,47450.14,1.71,84.12,3,4,4.36,0.381,0.462,0
48,114888.17,20172.13,14.14,94.66,4,3,11.51,0.461,0.176,1
62,42324.23,21162.78,25.48,74.73,1,0,10.76,0.497,0.5,1
52,66549.22,14177.32,15.76,83.4,0,5,9.44,0.59,0.213,1
41,39123.59,24173.07,14.16,73.58,3,2,10.38,0.536,0.618,0
39,47892.67,17128.06,6.21,87.17,1,4,0.0,0.53,0.358,0
34,51138.18,8048.05,10.64,73.53,2,5,14.95,0.262,0.157,1
27,41742.59,3679.7,3.17,73.07,4,3,5.98,0.479,0.088,1
47,41858.48,41363.36,20.94,87.38,3,0,13.23,0.119,0.988,1
46,61825.74,17194.59,9.18,80.21,1,5,0.0,0.732,0.278,0
21,38232.19,23808.46,0.94,56.94,1,4,8.28,0.139,0.623,0
39,83526.79,55833.94,13.77,63.08,4,5,4.18,0.351,0.668,0
33,44809.42,14935.14,9.89,67.09,2,3,9.86,0.156,0.333,1
28,126810.52,31543.25,6.19,70.52,2,5,8.59,0.274,0.249,0
52,55069.54,40054.49,24.83,87.39,3,5,8.83,0.423,0.727,1
44,66584.39,46940.51,10.02,84.85,1,1,1.71,0.314,0.705,1
49,36502.49,1000.0,20.56,95.85,3,1,6.72,0.649,0.03,1
53,102534.02,26557.05,14.91,91.79,5,0,6.1,0.465,0.259,0
65,89629.01,26477.45,24.38,95.93,3,4,9.48,0.327,0.295,1
57,71532.15,25147.97,18.44,89.91,1,1,11.95,0.393,0.352,1
48,35370.34,15953.83,7.59,84.73,3,2,7.75,0.664,0.451,0
